"event_title","event_id","event_subtitle","event_type","event_desc","event_loc","event_start","event_end","exp_attendance","exp_participants","event_host","event_url","event_address","latitude","longitude"
"Hot Chocolate 15K & 5K Run","49214","","ATHLETIC","The event is a 5K and 15K race that begins and ends at Petco Park and travels through downtown, Golden Hill, and North Park. Both courses provide a good workout. Afterwards, participants can enjoy a post-race party with music, hot cocoa, and treats dipped in delicious chocolate fondue. ","Petco Park-13th St-Island Ave-14th St-C St-Park Blvd-Russ Blvd-parking lot-16th St-B St-19th
St-Florida Dr-University Ave-Alabama St-Upas St Jacaranda Pl-Jacaranda Dr-Pershing Dr-28th St-Redwood-Pershing Dr-26th St-Golden Hill Park-25th St-A St-24th St-C St-15th St-K St-14th St-Petco Park","2017-03-19 06:00:00","2017-03-19 12:00:00","13,000","200","RAM Racing","www.hotchocolate15k.com","100 Park Boulevard","32.706484282","-117.156340197"
"Golden Hill Certified Farmer's Market","48880","","FARMERS","This farmer's market in Golden Hill offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, bakery, cheese, sauces, dry goods, prepared foods, and specialty treats. There are also gift items and craft creations. Come and shop!","B Street between 27th Street & 28th Street","2017-03-18 09:30:00","2017-03-18 13:30:00","500/day","50","Brian's Farmer Markets","www.briansfarmermarkets.com","2700 block of B Street","32.7179192","-117.1360464"
"Old Town Artisan's Market","49080","","FARMERS","A weekend open air market offering an array of interesting art, jewelery, pottery, clothing, gift
items and more by local artists. ","Harney Street between San Diego Avenue and Congress Street","2017-03-18 09:00:00","2017-03-18 04:30:00","1,000","100","Old Town San Diego Chamber of Commerce","","San Diego Ave & Harney St","32.7527798284","-117.19490439"
"City Heights Farmer's Market (Every Saturday)","48733","","FARMERS","This farmer's market in City Heights offers an array of groceries and goodies. Featured items
include fresh fruits and vegetables, bakery, dry goods,prepared foods, and specialty treats. There are also imported items from Latin America, East Africa, and Southwest Asia. Come and shop!","Wightman Street between 43rd Street and Fairmont Avenue","2017-03-18 09:00:00","2017-03-18 13:00:00","500/day","100","San Diego County Farm Bureau","www.sdfarmbureau.org","4300 Wightman Street","32.7479815027","-117.101839333"
"The Mercato: Little Italy's Farmers Market (Sat.)","48785","","FARMERS","The Little Italy Mercato is a Certified Farmers' Market filled with fruits and vegetables, herbs,
flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The Mercato also offers artisan foods and specialty items of all shapes and sizes.","West Cedar Street between Front Street and Kettner Boulevard","2017-03-18 08:00:00","2017-03-18 14:00:00","1,500/day","400","Little Italy Association of San Diego","www.littleitalymercato.com","401 West Cedar Street","32.8056323247","-116.957910015"
"Mission Hills 5K Run/Walk","48948","","ATHLETIC","The annual Mission Hills 5K promises fun for the whole family. Run to compete, run for fun or
move at your own speed. All proceeds benefits STEAM programs at Grant K-8. See you on the starting line! ","Grant School - Washington Place - Randolph Street - Fort Stockton Drive - Hawk Street - West Lewis
Street - Fort Stockton Drive - Arista Street - Hickory Street - Fort Stockton Drive  - West Lewis Street - Hawk Street - Fort Stockton Drive - Randolph Street - Washington Place","2017-03-18 07:30:00","2017-03-18 10:00:00","1,400","100","Grant School Communtiy Foundation","www.missionhills5k.com","1425 Washington Place","33.1354356251","-117.063552711"
"ShamROCK 2017","49196","","FESTIVAL","Irish eyes are smiling at this Saint Patrick's Day Festival. Come and join a happy crowd for a joyous evening filled with an Irish flavor of dancing, entertainment, food, drink, shamrocks, and more. As you saunter up to the pub, be sure to wear something green so you won't get pinched! ","F Street between 5th and 7th Avenues; G Sreet between 5th and 7th Avenues; 6th Avenue between E
and G Streets.","2017-03-17 16:00:00","2017-03-18 00:00:00","8,000","200","Gaslamp Quarter Historical Foundation","www.sandiegoshamrock.com","5th Avenue & FStreet","32.7136224","-117.160169"
"North Park Thursday Market","48681","","FARMERS","This farmer's market in North Park offers locally grown vegetables, fruits, fresh flowers, eggs,
artisan products, and craft vendors providing North Park residents and visitors with healthy
foods in a family oriented community gathering place. ","North Park Way between Granada Avenue and 30th
Street","2017-03-16 15:00:00","2017-03-16 19:30:00","900","70","North Park Main Street","www.northparkmarket.com","2900 North Park Way","32.747671015","-117.130530344"
"Ocean Beach Certified Farmer's Market (Wednesdays)","48577","","FARMERS","This farmer's market in Ocean Beach offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, meat, nuts, sauces, bakery, dry goods, prepared
foods, and specialty treats. There are also gift items and craft creations. Come and shop!","Newport Avenue between Bacon and Cable Streets","2017-03-15 16:00:00","2017-03-15 20:00:00","1,200","60","Ocean Beach Merchant's Association","www.oceanbeachsandiego.com","4900 Block of Newport Avenue","32.7458016","-117.249336"
"Curbside Bites Food Truck Markets (Wed. Lunch)","48527","","FARMERS","Every Wednesday, a caravan of food trucks are conveniently located in Little Italy to serve lunchtime meals. Each food truck has its own menu choices. Just pick out what it is that you like and it's quickly served. ","B Street between India & Columbia Streeets ","2017-03-15 11:00:00","2017-03-15 14:00:00","300/day","25","Curbside Bites","www.curbsidebites.com","500 West B Street","32.7179944103","-117.16765248"
"15th Annual Persian New Year Celebration","49219","","FESTIVAL","The last Tuesday of the Persian calendar is a prelude to Nowruz which marks the arrival of Spring and the closing of the Persian calendar year. Iranian families will celebrate with Persian
folk music, food, and dancing.","NTC Park at Liberty Station
","2017-03-14 19:00:00","2017-03-14 22:00:00","2,500","50","Assocation of Iranian American Professionals","","2455 Cushing Road","32.7348786887","-117.213908106"
"Pacific Beach Tuesday Farmer's Market","49018","","FARMERS","This farmer's market offers locally grown vegetables, fruits, flowers, eggs plus artisan food and craft vendors, providing Pacfic Beach residents and visitors healthy food in a family friendly gathering place.","Bayard Street between Grand and Garnet Avenues","2017-03-14 14:00:00","2017-03-14 19:00:00","800","60","Discover PB","www.pacificbeachmarket.com","4499 Bayard St","32.7968783228","-117.253364808"
"Greater San Diego Science & Engineering Fair Lunch","49330","","FESTIVAL","A brown bag lunch event for participants in the Greater San Diego Science & Engineering Fair.","Veteran's Memorial Garden and upper parking lot in Balboa Park","2017-03-14 11:30:00","2017-03-14 13:00:00","800","50","Greater San Diego Science & Engineering Fair ","","2115 Park Boulevard","32.7272049528","-117.14780365"
"Old Town Artisan's Market","49079","","FARMERS","A weekend open air market offering an array of interesting art, jewelery, pottery, clothing, gift
items and more by local artists. ","Harney Street between San Diego Avenue and Congress Street","2017-03-12 09:00:00","2017-03-12 04:30:00","1,000","100","Old Town San Diego Chamber of Commerce","","San Diego Ave & Harney St","32.7527798284","-117.19490439"
"2017 Hillcrest Farmers' Market (Sundays)","48814","","FARMERS","This farmer's market in Hillcrest offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. There are also art & craft items, jewelry, and clothing. Come and shop!","DMV parking lot at 3690 Normal Street ~ Normal Street between Lincoln Avenue & University Avenue","2017-03-12 09:00:00","2017-03-12 14:00:00","2,000","400","Hillcrest Business Association","www.hillcrestfarmersmarket.com","3690 Normal Street","32.7485387","-117.1498828"
"Triathlon Club of San Diego","49220","","ATHLETIC","The Triathlon Club of San Diego offers a chance for club members to train and practice for various races during the season. ","Fiesta Island and Enchanted Cove in Mission Bay Park","2017-03-12 07:00:00","2017-03-12 09:00:00","200","30","Triathlon Club of San Diego","www.triclubsandiego.org","1400 Fiesta Island Road, Mission Bay","32.7801728","-117.2220018"
"The San Diego Half Marathon & 5K","49195","","ATHLETIC","Athletes get ready to run! There's a half marathon and a 5K to choose from. The course begins and ends in the Gaslanmp Quarter and travels through the Gaslamp Quarter, Port District, Liberty
Station, Hillcrest, and back to the Gaslamp Quarter. ","Gaslamp Quarter - Downtown - Port District - Harbor Island - Liberty Station - Mission Hill - Hillcrest - Downtown","2017-03-12 06:15:00","2017-03-12 13:00:00","9,000","100","San Diego Half Marathon","www.sdhalfmarathon.com","5th Avenue & Harbor Drive","32.7068382673","-117.160560218"
"Ray at Night (2nd Saturday Each Month)","48859","","EXHIBITS","On the second Saturday of each month, participating businesses, galleries, and shops on and around Ray Street are open late to offer a pleasant art walk experience. Patrons can shop in
style amid musical entertainment where there are open sidewalk booths. ","Ray Street between University Avenue & North Park Way","2017-03-11 18:00:00","2017-03-11 22:00:00","500/day","40","North Park for the Arts","www.northparkarts.org","3800 block of Ray Street","32.7475282","-117.1293405"
"St. Patrick's Day Parade","49193","","PARADES","Wear something green in the spirit of Irish fun when you and your leprechauns come to watch the parade. Enjoy the sights and sounds of marching bands, bagpipers, costumed dancers, floats, clowns, shamrocks, and more. This event is in conjunction with the St. Patrick's Day Festival. ","6th Ave./Juniper St. - Juniper St. - 5th Ave. - Upas St. - 6th Ave. - Laurel St. - El Prado/Laurel
St.","2017-03-11 10:30:00","2017-03-11 12:30:00","25,000","2,000"," Irish Congress of Southern California, Inc.","www.stpatsparade.org","6th Avenue & Juniper Street","32.7293022437","-117.159394083"
"Golden Hill Certified Farmer's Market","48879","","FARMERS","This farmer's market in Golden Hill offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, bakery, cheese, sauces, dry goods, prepared foods, and specialty treats. There are also gift items and craft creations. Come and shop!","B Street between 27th Street & 28th Street","2017-03-11 09:30:00","2017-03-11 13:30:00","500/day","50","Brian's Farmer Markets","www.briansfarmermarkets.com","2700 block of B Street","32.7179192","-117.1360464"
"Old Town Artisan's Market","49078","","FARMERS","A weekend open air market offering an array of interesting art, jewelery, pottery, clothing, gift
items and more by local artists. ","Harney Street between San Diego Avenue and Congress Street","2017-03-11 09:00:00","2017-03-11 04:30:00","1,000","100","Old Town San Diego Chamber of Commerce","","San Diego Ave & Harney St","32.7527798284","-117.19490439"
"City Heights Farmer's Market (Every Saturday)","48732","","FARMERS","This farmer's market in City Heights offers an array of groceries and goodies. Featured items
include fresh fruits and vegetables, bakery, dry goods,prepared foods, and specialty treats. There are also imported items from Latin America, East Africa, and Southwest Asia. Come and shop!","Wightman Street between 43rd Street and Fairmont Avenue","2017-03-11 09:00:00","2017-03-11 13:00:00","500/day","100","San Diego County Farm Bureau","www.sdfarmbureau.org","4300 Wightman Street","32.7479815027","-117.101839333"
"St. Patrick's Day Festival","49192","","FESTIVAL","Wear something green in the spirit of Irish fun when you and your leprechauns come to this
festival. Irish culture abounds with music, dancing, merchandise, food, and beer. Children can
enjoy a play area with rides and activities. This event is in conjunction with the St. Patrick's
Day Parade.  ","Babloa Park west side lawn area","2017-03-11 09:00:00","2017-03-11 18:00:00","25,000","2,000","Irish Congress of Southern California,Inc..","www.stpatsparade.org.","","NaN","NaN"
